-5.418797650270065880e+00,-2.590497809513884420e+01,-3.390743292775799489e+01,1.546737882705984557e+00
1.123467147081422723e+01,5.355025679352161916e+01,4.367904222691492322e+01,3.090272838020196033e-01
2.286674179846272992e+01,3.536927607934089934e+01,-4.932802813564099154e+01,1.552723851508405417e+00
3.220113959767567025e+01,-2.012180361690728603e+01,2.140562916098657809e+01,1.466312671274754287e+00
4.605212562046489211e+01,-5.682373524747504945e+01,2.103134239709124742e+01,1.748597969760150139e+00
3.833522784245332993e+00,-3.473704613096352745e+01,4.217462986554393467e+01,1.191664052750654346e+00
-3.378529080962368880e+01,-7.589845217508551123e+00,1.949883296695479373e+01,4.306985773370490822e-01
9.138137652684307000e+00,3.680198352028111941e+01,5.821064782087810840e+01,7.836268769974763515e-02
-1.549143378124217563e+01,-3.599428215156834909e+01,3.017671649516843857e+00,5.671237794864387727e-01
-3.283579709288688520e+01,-3.612983558586076072e+01,-3.195541535780141440e-01,5.878363538480668726e-01
-3.073682569021856636e+01,5.101203127063068621e+01,-6.389702296785881863e+00,1.313948409983884957e-01
-4.311401692310578682e+01,4.186872162928533925e+01,4.951084065943287271e+01,7.263516380282077911e-01
1.948359870515649517e+00,-2.216266706732784542e+01,-4.219218491324433273e+01,6.255733455968361945e-01
-4.838479815419854901e+01,-1.589679727338054427e+01,2.536267802327627052e+01,3.525600461306206412e-01
3.332023670538852400e+01,1.739108853235734031e+01,-4.104940892023685173e+00,1.976062507971431348e+00
3.673958411832844462e+01,-4.134922788147869710e+01,-2.268166879250469492e+01,1.101656892764622198e+00
-4.772416270044602982e+01,2.060499192164463977e+01,5.755413295645457339e+01,1.806659793177018969e+00
4.523524063648478943e+01,-1.573361686784025615e+01,3.836871448612318858e+01,4.706490770773348320e-01
5.362279313481565168e+01,2.331042877177175754e+01,-5.336393543161401709e+01,9.375527781393695470e-01
3.817971276220089294e+01,2.827596150480736092e+00,3.753212300541913038e+01,1.602011770446046812e+00
-5.425054523414561913e+01,-2.931375980268303749e+01,-4.977991951275985372e+01,1.934874347073417544e+00
-3.535096874151149393e+01,4.318316729980886493e+01,4.755756845397424826e+01,1.260556788539615169e-01
-4.106846648855311344e+01,-1.995990889482120068e+01,1.133915466909299852e+01,7.826560675962577207e-01
5.878490674915340719e+00,-2.880320706232649641e+01,-5.095576971522072540e+01,1.612861620168776211e+00
-4.437392532923919219e+01,-5.168825725856704167e+01,2.075629447828789509e+01,9.840489970548511600e-01
3.634846175759170706e+01,-2.259595758171002089e+01,5.626750711369628277e+01,8.330558582818867741e-01
-5.311198246157311331e+01,-1.247349352408680367e+01,-5.735881341930201671e+01,1.461414145685279609e+00
4.675406532933581616e+01,-2.306169466443754246e+01,1.052110019471990832e+01,1.983987154746181814e+00
-8.592875038786765174e+00,-9.853913193771548507e+00,1.536320018723918679e+01,6.648787769149706595e-01
-3.718933676357692519e+01,-4.739416446865673294e+01,-1.833313671926861943e+01,1.051566390940129603e+00
-2.801886568539812572e+01,-2.181210963654809376e+01,-1.167017576792854072e+01,6.611781567856511721e-02
7.296846261636893427e-01,4.191858419123298773e+01,-4.932180962738159025e+01,1.896676565281048665e+00
8.118170556822294159e+00,2.148562354569795829e+01,-3.428365921129379501e+01,8.260770248328053178e-01
5.183891870748353625e+01,-1.518698282540180777e+01,2.249736713368572083e+01,1.346188953368564034e+00
-3.662010690133701729e+01,-5.685366644332669495e+01,-5.712131242449142121e+01,1.323555120004515251e+00
1.231340774772831459e+01,2.770894102032674766e+01,5.347064059273209580e+01,4.197846341929416525e-01
-3.006671604575840817e+01,-2.939119125216598150e+01,5.776623767693819644e+01,1.155773669079240396e+00
-4.979275398307920852e+01,6.170594601404806312e-01,-5.472751349731855441e+01,1.591369161951892153e+00
-5.031310894786850696e+01,-2.142435747237420784e+01,5.059558058604449826e+01,1.358206449136953431e+00
3.835313922146347920e+01,3.013938912749502919e+01,2.699026411994404739e+01,5.516351925112588095e-01
-1.951502024786877953e+01,-4.057790243279782771e+01,-3.974578092369782212e+01,5.089320716384222454e-01
